date,Pollution,Food
1/14/2014,394546.9662,482856.4509
1/15/2014,397960.2524,485394.3266
1/16/2014,398361.1258,484262.117
1/17/2014,402961.0568,488645.7028
1/18/2014,400699.1362,487663.0752
1/19/2014,399010.9022,490411.1691
1/20/2014,393367.5047,485521.3391
1/21/2014,390847.592,479309.6198
1/22/2014,397495.2917,484156.1843
1/23/2014,402428.0182,486042.0218
1/24/2014,403848.4031,488065.0994
1/25/2014,404479.7339,489768.0097
1/26/2014,404434.0187,488647.5967
1/27/2014,402616.4525,485563.7252
1/28/2014,400256.7784,483213.2675
1/29/2014,394863.4711,482216.6422
1/30/2014,398954.7882,488314.0383
1/31/2014,399286.3352,488216.69
2/1/2014,400605.4993,488502.3879
2/2/2014,395717.0743,479158.9877
2/3/2014,398128.0637,484280.3041
2/4/2014,392936.3623,481171.5331
2/5/2014,388796.1301,471614.7848
2/6/2014,387334.0628,465289.2367
2/7/2014,384890.319,454780.0366
2/8/2014,389669.751,467490.148
2/9/2014,389945.669,473126.8829
2/10/2014,388005.5499,473291.775
2/11/2014,390231.149,472267.722
2/12/2014,387136.6595,472730.2726
2/13/2014,385089.2713,478027.017
2/14/2014,387846.7649,473373.3643
2/15/2014,386208.1794,484565.7154
2/16/2014,380510.7109,485053.9893
2/17/2014,381349.0755,481754.1143
2/18/2014,378638.0077,480685.3732
2/19/2014,381105.1482,481680.1346
2/20/2014,385063.9867,484189.6305
2/21/2014,383141.364,483013.0583
2/22/2014,385174.1921,481529.5755
2/23/2014,383341.2159,480888.4831
2/24/2014,383560.3431,478584.8885
2/25/2014,382976.9318,475411.8535
2/26/2014,382899.7454,473446.7366
2/27/2014,388543.0227,475016.8954
2/28/2014,393317.7587,480738.5516
3/1/2014,391118.829,478619.0983
3/2/2014,383167.7768,469622.3739
3/3/2014,385846.6462,470480.2011
3/4/2014,384093.8064,474738.6912
3/5/2014,387501.4332,472197.3909
3/6/2014,388542.2449,470764.389
3/7/2014,383387.7308,469668.1143
3/8/2014,393607.9858,474415.0401
3/9/2014,385641.9053,472277.4348
3/10/2014,386360.6883,472013.6328
3/11/2014,386672.7954,469023.5649
3/12/2014,385858.3613,468867.3622
3/13/2014,387141.1185,470178.0819
3/14/2014,387586.609,472438.5246
3/15/2014,386638.7655,470896.2003
3/16/2014,386840.4565,472596.6556
3/17/2014,382736.6038,472990.0715
3/18/2014,387037.353,470384.1845
3/19/2014,385349.9563,468835.2046
3/20/2014,385833.9535,468038.5683
3/21/2014,387567.497,466512.8729
3/22/2014,388372.063,466484.4646
3/23/2014,385201.284,468676.2286
3/24/2014,383199.2676,468655.7416
3/25/2014,386190.5796,468657.6676
3/26/2014,385555.6254,472868.2659
3/27/2014,390475.5685,477001.7075
3/28/2014,389853.7324,477113.9729
3/29/2014,389129.3784,476987.9151
3/30/2014,385970.1052,475022.8292
3/31/2014,377602.069,470958.0735
4/1/2014,380092.0746,469869.9218
4/2/2014,380804.8611,471634.2516
4/3/2014,384919.7349,473670.1008
4/4/2014,387052.7351,473130.4787
4/5/2014,386210.3187,475163.8831
4/6/2014,384845.4401,474152.378
4/7/2014,384034.7927,471438.7502
4/8/2014,383647.6555,468763.2038
4/9/2014,384336.8479,468679.8438
4/10/2014,386157.5453,471087.2138
4/11/2014,385565.164,471635.1028
4/12/2014,385108.4059,473099.2752
4/13/2014,383163.8404,470573.7761
4/14/2014,382867.0618,467830.971
4/15/2014,384326.6885,470063.684
4/16/2014,381844.2191,468241.3608
4/17/2014,383723.4947,470862.4431
4/18/2014,381389.768,470989.5563
4/19/2014,381874.5695,469994.4364
4/20/2014,377969.155,469099.5108
4/21/2014,377653.381,465967.377
4/22/2014,377313.6092,462069.366
4/23/2014,379250.0785,464969.3878
4/24/2014,382783.9978,468985.267
4/25/2014,386930.4188,470790.958
4/26/2014,384136.6334,471492.4374
4/27/2014,381011.1943,469788.4133
4/28/2014,379294.6109,467806.4212
4/29/2014,384340.7051,465586.4958
4/30/2014,384506.1748,462318.3893
5/1/2014,384855.0948,461724.9358
5/2/2014,388611.7874,463519.2352
5/3/2014,388061.9998,466515.9773
5/4/2014,386400.8225,466312.4086
5/5/2014,388006.0371,464543.0677
5/6/2014,390596.3697,467451.1718
5/7/2014,386099.0438,466855.7253
5/8/2014,385671.4153,465163.4238
5/9/2014,385067.6706,466366.3991
5/10/2014,381499.9609,463771.6316
5/11/2014,381534.4022,465916.6996
5/12/2014,382617.8736,462612.4655
5/13/2014,386579.0633,459706.4914
5/14/2014,388386.7762,458540.5899
5/15/2014,394344.1094,462607.6858
5/16/2014,398304.6469,466362.2386
5/17/2014,395781.053,469054.2265
5/18/2014,396183.6135,469348.6669
5/19/2014,391105.6822,466007.1616
5/20/2014,392382.4958,464896.1692
5/21/2014,394489.4333,464990.8051
5/22/2014,391176.4435,462723.5103
5/23/2014,382061.5218,462270.4421
5/24/2014,383234.8081,462234.9328
5/25/2014,382351.8762,461331.5892
5/26/2014,385277.2791,462916.7582
5/27/2014,387868.2712,460524.9121
5/28/2014,382080.6021,457059.0428
5/29/2014,388417.7069,454979.9582
5/30/2014,399420.5137,462752.6965
5/31/2014,398459.9188,466296.9057
6/1/2014,395060.8649,465552.202
6/2/2014,389961.5241,464368.8374
6/3/2014,391038.3662,462310.6364
6/4/2014,391432.381,457905.0192
6/5/2014,392453.5618,460031.3224
6/6/2014,396620.5717,465339.8478
6/7/2014,397563.3736,465977.5381
6/8/2014,397107.5804,464794.2531
6/9/2014,391451.7551,462534.3198
6/10/2014,388823.7537,462663.461
6/11/2014,387401.2146,462824.1523
6/12/2014,392836.7418,462599.8681
6/13/2014,398703.9835,463491.7331
6/14/2014,397076.6873,465159.7178
6/15/2014,384111.9957,464918.5948
6/16/2014,391257.0573,464523.8964
6/17/2014,391145.3404,462086
6/18/2014,393423.6525,461894.1428
6/19/2014,396232.3835,460690.3688
6/20/2014,396878.9171,463241.9854
6/21/2014,396369.9613,460813.0562
6/22/2014,386349.8542,456572.2634
6/23/2014,380127.8572,454718.2875
6/24/2014,383836.4052,455817.0343
6/25/2014,389602.8375,453619.2577
6/26/2014,393170.3777,453310.6012
6/27/2014,387279.0255,456645.0959
6/28/2014,373449.5997,454714.9015
6/29/2014,373710.2852,454816.2995
6/30/2014,377906.7937,455953.3011
7/1/2014,384772.4294,454059.962
7/2/2014,391357.0858,459204.4781
7/3/2014,392914.6385,460466.784
7/4/2014,387128.7082,458477.3292
7/5/2014,383931.6588,455397.7719
7/6/2014,382357.0852,454707.0367
7/7/2014,383399.1001,454952.5093
7/8/2014,385491.9375,453032.5415
7/9/2014,385294.6175,454383.7626
7/10/2014,210839,279085.0342
7/11/2014,209881,278669.6856
7/12/2014,207035,278286.4691
7/13/2014,207477,276823.7106
7/14/2014,379896.3487,451467.2159
7/15/2014,380670.7406,450994.3834
7/16/2014,382235.1586,451609.9533
7/17/2014,382105.5861,452734.4999
7/18/2014,378512.0549,454172.9011
7/19/2014,376517.3638,453556.509
7/20/2014,373730.7679,449774.2273
7/21/2014,352073.575,414556.9381
7/22/2014,362624.6968,432860.4283
7/23/2014,363617.9355,446548.513
7/24/2014,376729.8102,444390.2028
7/25/2014,377473.6211,445977.3446
7/26/2014,376315.2205,452024.3071
7/27/2014,370661.2614,449738.3029
7/28/2014,372707.0828,449792.5435
7/29/2014,373045.2731,447957.0312
7/30/2014,373457.1495,448179.9579
7/31/2014,371781.0755,447717.4708
8/1/2014,378147.2857,449708.34
8/2/2014,380335.3035,451614.2802
8/3/2014,377171.9068,450140.2873
8/4/2014,374514.748,447532.1429
8/5/2014,374139.6899,447082.8893
8/6/2014,372458.9032,445412.2041
8/7/2014,376414.4822,448495.7938
8/8/2014,370355.2868,449083.3693
8/9/2014,371810.749,448843.6292
8/10/2014,372945.1489,448722.087
8/11/2014,372089.5238,447063.9949
8/12/2014,374183.4804,446233.4462
8/13/2014,372779.4996,437192.5686
8/14/2014,383796.6874,446025.9856
8/15/2014,384049.3215,446818.6987
8/16/2014,378012.0808,449393.5045
8/17/2014,368841.1877,448109.9278
8/18/2014,364624.6282,445709.4464
8/19/2014,374497.69,445845.4839
8/20/2014,373434.0387,445384.2762
8/21/2014,377722.0965,447477.7129
8/22/2014,372759.7922,446905.9327
8/23/2014,363815.8446,445926.5641
8/24/2014,371423.8057,447968.5217
8/25/2014,370596.0826,450562.2432
8/26/2014,371888.8999,447485.1197
8/27/2014,372821.4872,447010.1238
8/28/2014,374906.8961,450439.366
8/29/2014,376817.7288,449407.6175
8/30/2014,377271.2232,449226.0697
8/31/2014,372138.3674,450545.6962
9/1/2014,367234.2098,449165.2015
9/2/2014,362884.3702,447536.6945
9/3/2014,357665.5898,434031.1117
9/4/2014,352952.692,430338.6279
9/5/2014,359165.5831,432463.6018
9/6/2014,369313.0079,444948.2423
9/7/2014,366233.3293,447466.1022
9/8/2014,362033.3025,445243.5822
9/9/2014,369215.868,447709.0144
9/10/2014,375540.118,451072.9831
9/11/2014,377492.0006,448080.9474
9/12/2014,369149.217,446181.8319
9/13/2014,366406.4949,445755.8494
9/14/2014,364049.6205,446362.3595
9/15/2014,360177.3003,441367.6755
9/16/2014,361794.9067,437108.174
9/17/2014,364080.6725,439493.6577
9/18/2014,366061.4077,442833.7413
9/19/2014,374215.616,445464.6051
9/20/2014,376104.1817,444728.5731
9/21/2014,372654.4232,444959.3948
9/22/2014,368661.079,442411.0586
9/23/2014,367856.4893,444060.883
9/24/2014,373414.3109,443720.9975
9/25/2014,375349.9908,441617.2032
9/26/2014,373676.8402,440481.6161
9/27/2014,373652.5219,444019.7331
9/28/2014,370756.0583,444648.6359
9/29/2014,368271.9218,441308.4928
9/30/2014,369612.9876,445146.5111
10/1/2014,372023.5017,446196.9327
10/2/2014,371184.8586,443575.9675
10/3/2014,369869.7948,442387.3662
10/4/2014,368242.5897,440855.5392
10/5/2014,367342.3829,443343.8519
10/6/2014,365925.414,442717.0179
10/7/2014,368929.5435,439977.8858
10/8/2014,372027.8984,441577.6388
10/9/2014,372268.7402,439974.097
10/10/2014,375722.3101,443344.0403
10/11/2014,375645.3948,443748.1647
10/12/2014,372636.8806,441950.9505
10/13/2014,369294.404,440551.734
10/14/2014,367680.247,437607.9507
10/15/2014,367367.8124,437928.5343
10/16/2014,367282.7459,436944.2564
10/17/2014,368607.3873,435840.2952
10/18/2014,371240.1673,437560.8649
10/19/2014,371175.3904,438611.3433
10/20/2014,368169.8721,436281.7747
10/21/2014,371275.087,436923.154
10/22/2014,373661.9507,431573.3283
10/23/2014,375627.4088,438847.4413
10/24/2014,375285.5174,439903.5285
10/25/2014,372803.9162,436067.1055
10/26/2014,369733.9574,439219.819
10/27/2014,367787.0513,438817.0557
10/28/2014,367333.9204,436005.0977
10/29/2014,368750.4098,436790.0162
10/30/2014,371944.1102,436816.433
10/31/2014,364793.742,437360.4741
11/1/2014,370926.8741,439560.6028
11/2/2014,366709.467,441323.4711
11/3/2014,368438.3076,438510.612
11/4/2014,368443.4544,437508.5734
11/5/2014,366655.1935,434544.2391
11/6/2014,368583.1534,434266.8815
11/7/2014,368585.4394,436916.5866
11/8/2014,366667.647,437487.016
11/9/2014,366390.0518,437577.3598
11/10/2014,350658.4272,424267.3117
11/11/2014,329829.1162,412759.9724
11/12/2014,329522.7726,414628.4421
11/13/2014,323947.8925,408891.622
11/14/2014,328741.3123,417068.201
11/15/2014,330309.4323,415937.9812
11/16/2014,324709.4996,414424.5872
11/17/2014,320930.5558,409112.5554
11/18/2014,331225.0844,413594.6435
11/19/2014,342380.8247,417869.489
11/20/2014,350637.8683,426373.0272
11/21/2014,355816.494,430428.5802
11/22/2014,352869.3562,431961.925
11/23/2014,351855.5829,433267.8441
11/24/2014,352573.6408,429414.4149
11/25/2014,355311.1806,428064.4216
11/26/2014,354711.3895,428432.1594
11/27/2014,351567.213,428835.0118
11/28/2014,347913.826,428068.865
11/29/2014,343685.8914,425666.211
11/30/2014,338779.9423,421715.7949
12/1/2014,337899.8688,419508.6751
12/2/2014,342534.5846,421555.2206
12/3/2014,347848.4223,423276.1892
12/4/2014,348873.5943,425921.1183
12/5/2014,350549.812,423508.977
12/6/2014,350882.4529,425387.9851
12/7/2014,347786.6195,424139.7275
12/8/2014,346555.9522,423330.2888
12/9/2014,347815.8691,422839.4087
12/10/2014,347868.3562,419371.3697
12/11/2014,349936.363,420974.7137
12/12/2014,353762.0774,425418.8324
12/13/2014,355213.058,428192.6264
12/14/2014,348373.4604,426246.9786
12/15/2014,349780.0562,423022.6473
12/16/2014,343283.3829,421236.7068
12/17/2014,345685.4614,417129.1824
12/18/2014,346856.9045,420995.3042
12/19/2014,349462.6554,423451.2269
12/20/2014,350933.524,423654.1982
12/21/2014,350993.338,422920.341
12/22/2014,347645.6675,421524.4145
12/23/2014,345653.4042,417781.6541
12/24/2014,350125.2598,418813.0867
12/25/2014,352046.7077,420522.0765
12/26/2014,348103.0375,418286.0014
12/27/2014,342963.0977,415298.762
12/28/2014,341865.6744,414274.1446
12/29/2014,337369.1477,412181.4972
12/30/2014,328650.4957,405810.6011
12/31/2014,331759.6551,401008.7248
1/1/2015,331520.4931,406165.7949
1/2/2015,335359.7308,408823.0691
1/3/2015,332059.2594,406130.0315
1/4/2015,322989.8597,399131.4819
1/5/2015,331471.1699,400697.1941
1/6/2015,331863.8081,403133.3354
1/7/2015,342484.7678,400965.9004
1/8/2015,180334,249310.6671
1/9/2015,334363.5279,403243.8801
1/10/2015,335646.4377,407172.3814
1/11/2015,334806.8102,405511.5312
1/12/2015,340846.7217,402789.0107
1/13/2015,346886.4875,402440.0019
1/14/2015,355483.124,405288.3498
1/15/2015,359757.2858,408809.9819
1/16/2015,361361.6474,411588.7902
1/17/2015,357845.1564,411446.1893
1/18/2015,356876.0292,410447.6994
1/19/2015,359603.0575,408278.9755
1/20/2015,363904.3333,406611.5687
1/21/2015,363575.6139,406100.1353
1/22/2015,363858.0725,404835.0772
1/23/2015,364563.849,406339.4588
1/24/2015,362587.3617,406387.4354
1/25/2015,357907.907,404454.5991
1/26/2015,358870.5947,402170.1728
1/27/2015,360971.1714,403704.5155
1/28/2015,361824.4208,402523.5974
1/29/2015,361082.9673,402017.9066
1/30/2015,363508.086,405288.9422
1/31/2015,364522.021,406188.4246
2/1/2015,361568.6188,399824.217
2/2/2015,360750.4523,402725.7252
2/3/2015,362706.8726,402908.5789
2/4/2015,367596.7948,402198.2981
2/5/2015,365930.0236,406221.2921
2/6/2015,360499.0047,406437.2711
2/7/2015,355253.4713,404762.0818
2/8/2015,352055.3871,401763.0907
2/9/2015,358036.3947,402729.6234
2/10/2015,362332.5827,397847.6248
2/11/2015,363728.7864,399477.3082
2/12/2015,364347.638,400773.393
2/13/2015,363220.4022,401937.1454
2/14/2015,362007.6506,404097.4095
2/15/2015,357234.7971,400984.528
2/16/2015,355085.1807,394933.6795
2/17/2015,353808.7772,399268.1786
2/18/2015,357874.5039,400644.9823
2/19/2015,362374.9584,401182.1885
2/20/2015,347655.1726,396610.7546
2/21/2015,356373.3238,398222.032
2/22/2015,357206.887,394217.4005
2/23/2015,356243.375,394167.1072
2/24/2015,361168.0962,396434.3265
2/25/2015,362162.4075,399735.3744
2/26/2015,358601.374,396767.9537
2/27/2015,356622.2813,395975.2393
2/28/2015,356413.2633,395335.0107
3/1/2015,355553.7532,392522.4326
3/2/2015,355577.615,394947.5696
3/3/2015,356370.9472,395984.835
3/4/2015,355033.4033,392626.8683
3/5/2015,358740.9925,393081.7818
3/6/2015,359753.9446,395888.5732
3/7/2015,357061.5884,396163.0372
3/8/2015,354694.8503,395162.9532
3/9/2015,354282.162,394277.7225
3/10/2015,353311.9849,393053.2551
3/11/2015,350370.9352,393275.2886
3/12/2015,355976.3123,393323.804
3/13/2015,357308.2375,391285.083
3/14/2015,354342.7849,391102.3044
3/15/2015,348031.0576,390595.1996
3/16/2015,350703.8476,389505.2741
3/17/2015,353749.4422,392152.1639
3/18/2015,353201.8875,392863.6116
3/19/2015,352841.8886,390692.1602
3/20/2015,352499.782,393045.4749
3/21/2015,350915.2629,393094.0432
3/22/2015,347392.9972,390798.4432
3/23/2015,347347.2343,391774.6272
3/24/2015,348084.0586,391233.7122
3/25/2015,350435.1935,391243.076
3/26/2015,354326.5792,392856.9156
3/27/2015,355342.6832,392932.4347
3/28/2015,345102.0608,393018.1041
3/29/2015,343228.0422,388631.9854
3/30/2015,354519.3308,390261.5536
3/31/2015,356479.7712,389538.1095
4/1/2015,339437.6907,393583.0865
4/2/2015,354929.0023,392162.913
4/3/2015,353329.0373,392034.951
4/4/2015,351227.6839,393804.8269
4/5/2015,346840.2254,393591.8008
4/6/2015,350709.299,392842.7353
4/7/2015,354700.638,390834.0395
4/8/2015,358192.9332,394042.0741
4/9/2015,191443,239411.8142
4/10/2015,354102.6877,393155.2249
4/11/2015,352712.7093,393399.4013
4/12/2015,348560.7998,391299.3977
4/13/2015,347245.3782,388461.702
4/14/2015,351260.1296,388211.6732
4/15/2015,355619.7265,392744.1195
4/16/2015,351992.5969,386855.4151
4/17/2015,350198.1767,391544.7886
4/18/2015,348157.5081,392050.6295
4/19/2015,347571.6343,390728.7965
4/20/2015,346076.4391,387386.3157
4/21/2015,346691.5237,387489.818
4/22/2015,348928.7475,389253.5521
4/23/2015,349468.7931,391298.4037
4/24/2015,347241.4064,390315.8307
4/25/2015,346987.2023,392438.843
4/26/2015,345341.3563,389775.6636
4/27/2015,346022.6153,385396.5468
4/28/2015,344758.7151,386582.0422
4/29/2015,345778.0954,387492.8545
4/30/2015,346014.485,388169.841
5/1/2015,341695.0393,386983.0675
5/2/2015,337726.2522,385167.1445
5/3/2015,339713.0315,386570.8954
5/4/2015,343877.9364,385720.4673
5/5/2015,341956.3203,386468.268
5/6/2015,348044.1051,389208.5851
5/7/2015,347308.83,388303.1184
5/8/2015,347360.9594,387923.9795
5/9/2015,348677.8605,387789.9834
5/10/2015,346241.0017,386590.5995
5/11/2015,344914.5025,384598.5255
5/12/2015,344342.6262,385136.101
5/13/2015,342986.7346,386481.7821
5/14/2015,344026.768,386676.0759
5/15/2015,340995.3374,382366.776
5/16/2015,336370.6742,384536.14
5/17/2015,326813.5864,381144.7579
5/18/2015,333489.1858,379841.0107
5/19/2015,345197.621,380983.3348
5/20/2015,341897.4788,381102.032
5/21/2015,333794.1281,380130.5267
5/22/2015,328708.4005,381561.0989
5/23/2015,329848.4563,379648.5102
5/24/2015,332061.0288,379257.2792
5/25/2015,327412.6414,376002.8389
5/26/2015,321759.3411,372757.6262
5/27/2015,319958.5728,370542.6617
5/28/2015,326865.1124,372457.8168
5/29/2015,328451.6356,373974.8941
5/30/2015,323323.8949,374200.5296
5/31/2015,318599.8043,372314.938
6/1/2015,319527.8073,371176.3891
6/2/2015,327890.1136,373150.4093
6/3/2015,329007.5636,370188.8184
6/4/2015,325723.1773,369596.0911
6/5/2015,321599.725,373406.9084
6/6/2015,323442.3905,374348.9954
6/7/2015,323790.3815,373158.9884
6/8/2015,322389.4464,369906.9947
6/9/2015,323903.7132,370105.8894
6/10/2015,314968.8598,369851.9672
6/11/2015,322364.5182,374168.0355
6/12/2015,321727.2812,373423.5581
6/13/2015,322164.4243,373318.8006
6/14/2015,316045.8494,371798.3244
6/15/2015,320088.9131,372094.4887
6/16/2015,320438.7539,373131.2217
6/17/2015,321519.9938,370727.9888
6/18/2015,332098.9304,374152.9873
6/19/2015,331388.1063,372889.9022
6/20/2015,329826.9183,373962.8821
6/21/2015,320440.033,369298.1627
6/22/2015,321407.3414,369500.0521
6/23/2015,323392.3074,373731.2663
6/24/2015,323211.6106,372800.8089
6/25/2015,318129.2858,370588.7401
6/26/2015,317179.1992,370440.0669
6/27/2015,316246.5595,370095.4403
6/28/2015,296100.1294,369673.7562
6/29/2015,313558.6418,364419.0791
6/30/2015,317929.8859,368207.3754
7/1/2015,318635.6409,363401.0093
7/2/2015,319077.1909,367238.8359
7/3/2015,317471.075,369404.1962
7/4/2015,309920.4751,366391.792
7/5/2015,309447.3428,366830.2262
7/6/2015,306252.537,366131.101
7/7/2015,309475.2666,365835.654
7/8/2015,317942.24,369897.0732
7/9/2015,314776.4216,367962.1128
7/10/2015,315185.734,369751.0649
7/11/2015,312760.3709,369145.5176
7/12/2015,309414.034,366981.6312
7/13/2015,312329.3636,365669.3322
7/14/2015,314059,366755.9227
7/15/2015,311049,367090.164
7/16/2015,309112,367766.5898
7/17/2015,316017,370709.1801
7/18/2015,314257,371458.2887
7/19/2015,312951,370115.0546
7/20/2015,313513,367760.4153
7/21/2015,299244,368827.3622
7/22/2015,318936,369417.1592
7/23/2015,321848,370493.884
7/24/2015,325018,371086.9467
7/25/2015,320991.7827,370046.4724
7/26/2015,318341,370075.5978
7/27/2015,320710,371275.8019
7/28/2015,320069,368766.6688
7/29/2015,320621,370021.6318
7/30/2015,324089,368459.725
7/31/2015,324074,368191.1434
8/1/2015,322752.4,365839.8449
8/2/2015,318388.4,362334.8945
8/3/2015,315386.9,361610.2232
8/4/2015,314091.4,363295.8855
8/5/2015,316063.4,363483.5683
8/6/2015,323340.4,367234.1428
8/7/2015,326385,370400.6032
8/8/2015,321428,368216.7275
8/9/2015,319662,365887.3838
8/10/2015,319892,365810.0917
8/11/2015,321476,365973.8351
8/12/2015,321421,364695.0214
8/13/2015,320684,365910.6912
8/14/2015,324098,367046.1677
8/15/2015,321572,362630.0341
8/16/2015,316990,361939.7819
8/17/2015,311393,366531.3279
8/18/2015,311404,364818.2728
8/19/2015,315779.7,369730.1168
8/20/2015,315434,369617.218
8/21/2015,311203,365107.7628
8/22/2015,315895,371528.9382
8/23/2015,309146,365074.9731
8/24/2015,314065.6965,368215.7532
8/25/2015,314837.1625,364063.9221
8/26/2015,308371.6371,356414.1185
8/27/2015,316775.2246,372557.3361
8/28/2015,320178.121,373765.4715
8/29/2015,317347.5589,369562.0521
8/30/2015,312648.486,367562.57
8/31/2015,295339.3808,366517.0416
9/1/2015,300817.8864,363476.495
9/2/2015,300205.701,364544.4972
9/3/2015,293864.4372,363834.139
9/4/2015,299386.4104,368820.3852
9/5/2015,298706.8964,368308.5984
9/6/2015,291311.5247,364382.456
9/7/2015,293017.6843,366068.4812
9/8/2015,293058.1356,365428.0414
9/9/2015,293837.9363,361555.9573
9/10/2015,292678.3025,360912.1
9/11/2015,296313.3932,363657.3023
9/12/2015,293852.4146,365985.2277
9/13/2015,290629.1983,365872.0133
9/14/2015,281231.0925,365373.6483
9/15/2015,291725.2448,365081.4574
9/16/2015,295762.8813,368336.02
9/17/2015,294749.5643,366502.0939
9/18/2015,295277.3871,367168.5739
9/19/2015,292528.9865,367082.1815
9/20/2015,293655.8554,368195.0186
9/21/2015,291622.2959,367754.7361
9/22/2015,288082.3025,366369.2183
9/23/2015,295821.5904,368407.8555
9/24/2015,299909.6229,367602.2272
9/25/2015,298002.4595,364654.9879
9/26/2015,298789.2273,365390.6183
9/27/2015,296186.6395,365922.4956
9/28/2015,290760.4985,362707.0693
9/29/2015,289332.4215,363070.913
9/30/2015,296192.775,365096.4735
10/1/2015,296680.8785,362594.447
10/2/2015,294688.569,364504.4994
10/3/2015,296735.789,366543.701
10/4/2015,292582.7056,364089.9387
10/5/2015,292321.1071,363217.4506
10/6/2015,292975.0444,362046.7236
10/7/2015,295906.3852,364374.1724
10/8/2015,295108.3495,361557.0203
10/9/2015,296010.9572,363328.7693
10/10/2015,295735.4449,364643.3746
10/11/2015,288522.8415,363891.9455
10/12/2015,290855.9478,361370.5266
10/13/2015,292799.1122,360771.2485
10/14/2015,294300.7546,358200.1965
10/15/2015,291386.5653,359383.0836
10/16/2015,299152.4087,362747.8586
10/17/2015,299161.7265,363098.4203
10/18/2015,296694.9956,362875.2037
10/19/2015,292717.6509,362409.806
10/20/2015,296209.6099,359564.1634
10/21/2015,295840.8386,358593.2591
10/22/2015,299108.8498,359843.4627
10/23/2015,300104.3552,362916.8975
10/24/2015,303260.9609,364215.2019
10/25/2015,297535.8446,358871.5639
10/26/2015,293597.2706,357147.1958
10/27/2015,148489.3986,349048.3409
10/28/2015,152217.5863,350327.5647
10/29/2015,154555.8961,352924.7865
10/30/2015,153834.5438,353884.348
10/31/2015,359142.6042,363060.4646
11/1/2015,357663.7419,360579.0573
11/2/2015,354147.5925,361374.1585
11/3/2015,355457.8371,360635.0402
11/4/2015,358928.546,358890.1564
11/5/2015,358644.918,357228.7784
11/6/2015,382448.055,353013.7568
11/7/2015,356122.7966,349214.1357
11/8/2015,359367.2238,345476.3367
11/9/2015,360298.6435,352363.1522
11/10/2015,361169.745,354596.5035
11/11/2015,359778.3501,356314.8139
11/12/2015,362701.7495,356342.1507
11/13/2015,358862.6122,356995.6124
11/14/2015,364594.9806,356432.5065
11/15/2015,358972.3361,351499.7394
11/16/2015,356960.9321,348793.5864
11/17/2015,359365.454,356534.7407
11/18/2015,355291.8259,355267.8045
11/19/2015,356527.5458,354005.8235
11/20/2015,355260.6748,354952.9386
11/21/2015,354805.5499,346975.1871
11/22/2015,358574.6415,346621.9978
11/23/2015,357495.4783,354408.7339
11/24/2015,355099.3692,353711.182
11/25/2015,354453.7371,351386.7983
11/26/2015,357191.0285,346818.2252
11/27/2015,357549.1167,332072.452
11/28/2015,365159.1772,335802.3124
11/29/2015,354654.6186,336324.0524
11/30/2015,352428.9804,336545.9258
12/1/2015,346696.3548,342978.8207
12/2/2015,351407.2832,345766.9192
12/3/2015,356811.0687,348245.8866
12/4/2015,358402.3879,351084.371
12/5/2015,355509.1099,352266.6202
12/6/2015,351145.8412,351782.1923
12/7/2015,357016.4488,351580.4376
12/8/2015,354149.7543,346870.379
12/9/2015,359345.4441,351920.2573
12/10/2015,361720.4294,354986.1089
12/11/2015,364126.0274,354932.6678
12/12/2015,356030.6382,353381.5393
12/13/2015,357743.7869,354436.5679
12/14/2015,361176.0773,353041.6658
12/15/2015,364086.8813,350970.0727
12/16/2015,361562.4176,346898.0213
12/17/2015,362911.7447,346082.2839
12/18/2015,362781.9453,344064.2105
12/19/2015,368403.336,352831.2773
12/20/2015,353927.4751,349486.151
12/21/2015,360544.5014,347960.8503
12/22/2015,368165.1637,349674.6036
12/23/2015,366031.5404,351749.9606
12/24/2015,363166.5066,353303.878
12/25/2015,367003.8034,348531.8066
12/26/2015,364244.6281,340821.2251
12/27/2015,365386.8998,342208.4945
12/28/2015,366679.3431,344594.8005
12/29/2015,362278.0077,340636.597
12/30/2015,368875.9403,342368.2738
12/31/2015,362120.5627,339543.6711
1/1/2016,359804.8342,338561.2978
1/2/2016,362326.4786,343330.5529
1/3/2016,363436.8572,341117.4091
1/4/2016,363745.1953,344126.6623
1/5/2016,367536.3808,344173.9639
1/6/2016,363406.7007,343137.8035
1/7/2016,363668.999,343032.2576
1/8/2016,354491.4233,343030.6474
1/9/2016,361298.0727,340277.6235
1/10/2016,359414.9279,339831.0018
1/11/2016,364792.5034,342045.8358
1/12/2016,364713.6649,342316.694
1/13/2016,370340.8776,343195.2004
1/14/2016,368314.7145,347302.429
1/15/2016,370650.7778,347422.5941
1/16/2016,368827.235,342504.2173
1/17/2016,371185.2235,340185.1895
1/18/2016,371594.342,340958.1779
1/19/2016,373650.6553,341517.4638
1/20/2016,377883.584,344235.2032
1/21/2016,379755.7527,341656.3685
1/22/2016,382198.2043,343481.7667
1/23/2016,353416.4825,345924.8598
1/24/2016,378682.4263,344573.4081
1/25/2016,365915.8209,332687.4829
1/26/2016,379830.7207,339121.2812
1/27/2016,382311.3656,341231.1333
1/28/2016,378396.683,342430.8154
1/29/2016,379426.7348,344239.3729
1/30/2016,377161.3094,343318.1935
1/31/2016,377206.4452,340890.7669
2/1/2016,383630.8516,342579.1002
2/2/2016,382931.9907,337501.6714
2/3/2016,384548.0458,340024.4173
2/4/2016,388487.3177,340404.2528
