well,field,source,target,valueSource,value,latest_date
4121,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4125,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4129,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4133,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4137,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4141,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4145,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4149,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4153,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4157,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4161,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4165,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4169,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4173,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4177,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4181,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4185,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4189,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4193,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4197,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4201,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4205,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4209,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4213,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4217,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4221,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4225,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4229,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4233,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4237,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4241,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4245,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4249,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4253,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4257,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4261,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4265,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4269,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4273,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4277,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4281,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4285,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4289,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4293,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4297,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4301,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4305,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4309,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4313,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4317,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4321,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4325,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4329,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4333,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4337,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4341,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4345,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4349,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4353,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4357,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4361,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4365,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4369,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4373,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4377,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4381,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4385,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4389,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4393,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4397,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4401,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4405,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4409,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4413,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4417,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4421,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4425,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4429,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4433,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4437,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4441,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4445,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4449,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4453,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4457,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4461,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4465,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4469,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4473,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4477,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4481,21,CENTRAL EAST,ALL,5507.26,157.35,6/25/2017
4484,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4488,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4492,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4496,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4500,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4504,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4508,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4512,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4516,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4520,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4524,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4528,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4532,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4536,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4540,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4544,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4548,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4552,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4556,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4560,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4564,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4568,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4572,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4576,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4580,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4584,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4588,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4592,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4596,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4600,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4604,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4608,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4612,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4616,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4620,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4624,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4628,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4632,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4636,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4640,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4644,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4648,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4652,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4656,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4660,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4664,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4668,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4672,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4676,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4680,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4684,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4688,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4692,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4696,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4700,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4704,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4708,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4712,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4716,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4720,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4724,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4728,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4732,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4736,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4740,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4744,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4748,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4752,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4756,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4760,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4764,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4768,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4772,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4776,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4780,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4784,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4788,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4792,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4796,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4800,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4804,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4808,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4812,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4816,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4820,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4824,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4828,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4832,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4836,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4840,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4844,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4848,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4852,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4856,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4860,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4864,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4868,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4872,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4876,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4880,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4884,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4888,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4892,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4896,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4900,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4904,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4908,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4912,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4916,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4920,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4924,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4928,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4932,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4936,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4940,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4944,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4948,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4952,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4956,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4960,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4964,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4968,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4972,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4976,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4980,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4984,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4988,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4992,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4996,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5000,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5004,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5008,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5012,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5016,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5020,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5024,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5028,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5032,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5036,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5040,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5044,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5048,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5052,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5056,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5060,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5064,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5068,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5072,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5076,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5080,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5084,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5088,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5092,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5096,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5100,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5104,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5108,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5112,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5116,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5120,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5124,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5128,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5132,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5136,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5140,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
5144,10,CENTRAL WEST,ALL,5111.71,146.05,6/25/2017
4485,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4489,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4493,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4497,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4501,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4505,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4509,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4513,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4517,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4521,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4525,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4529,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4533,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4537,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4541,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4545,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4549,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4553,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4557,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4561,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4565,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4569,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4573,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4577,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4581,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4585,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4589,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4593,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4597,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4601,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4605,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4609,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4613,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4617,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4621,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4625,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4629,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4633,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4637,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4641,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4645,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4649,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4653,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4657,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4661,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4665,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4669,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4673,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4677,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4681,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4685,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4689,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4693,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4697,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4701,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4705,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4709,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4713,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4717,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4721,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4725,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4729,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4733,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4737,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4741,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4745,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4749,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4753,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4757,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4761,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4765,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4769,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4773,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4777,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4781,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4785,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4789,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4793,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4797,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4801,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4805,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4809,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4813,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4817,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4821,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4825,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4829,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4833,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4837,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4841,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4845,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4849,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4853,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4857,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4861,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4865,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4869,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4873,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4877,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4881,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4885,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4889,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4893,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4897,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4901,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4905,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4909,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4913,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4917,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4921,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4925,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4929,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4933,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4937,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4941,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4945,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4949,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4953,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4957,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4961,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4965,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4969,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4973,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4977,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4981,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4985,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4989,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4993,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
4997,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5001,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5005,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5009,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5013,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5017,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5021,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5025,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5029,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5033,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5037,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5041,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5045,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
5049,12,CENTRAL WEST,ALL,5093.37,145.52,6/25/2017
